[2017-09-18 17:43:14.626] 176 main.cpp:561 start
[2017-09-18 17:43:18.277] 176 main.cpp:561 start
[2017-09-25 15:00:11.298] 176 main.cpp:561 start
[2017-09-25 15:00:13.820] 176 main.cpp:561 start
[2017-09-25 15:01:21.003] 176 main.cpp:561 start
[2017-09-26 17:00:01.921] 176 main.cpp:561 start
[2017-09-26 17:39:14.565] 176 main.cpp:561 start
[2017-09-26 17:40:49.715] 176 main.cpp:561 start
[2017-10-09 11:14:47.661] 176 main.cpp:561 start
[2017-10-09 11:18:05.323] 292 aos_transport.c:445 transport failure curl code:28 error:a timeout was reached
[2017-10-09 12:19:56.755] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.072] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.084] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.084] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.086] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.086] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.098] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.098] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.110] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.110] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.122] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.122] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.125] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.125] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.127] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.127] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.129] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.129] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.131] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.131] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.133] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.133] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.135] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.135] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.137] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.137] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.149] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.149] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.151] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.151] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.163] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.163] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.165] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.165] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.166] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.166] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.168] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.168] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.181] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.181] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.193] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.193] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.195] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.196] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.197] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.197] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.209] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.209] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.211] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.211] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.213] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.213] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.215] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.215] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.217] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.217] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.219] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.219] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.230] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.230] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.233] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.233] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.245] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.245] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.248] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.248] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.252] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.252] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.254] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.254] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.256] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.256] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.259] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.259] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.262] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.262] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.264] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.264] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.267] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.267] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.268] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.268] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.270] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.270] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.272] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.272] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.275] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.275] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.277] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.277] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.279] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.279] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.281] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.281] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.283] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.283] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.286] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.286] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.288] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.288] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.291] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.291] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.293] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.293] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.304] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.304] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.307] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.307] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.309] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.309] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.311] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.311] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.312] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.312] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.314] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.314] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.316] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.316] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.318] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.318] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.320] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.320] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.322] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.322] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.323] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.323] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.325] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.325] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.327] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.327] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.329] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.329] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.340] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.340] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.342] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.342] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.344] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.344] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.346] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.346] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.348] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.348] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.350] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.350] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.352] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.352] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.353] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.353] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.355] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.355] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.357] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.357] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.359] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.359] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.360] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.360] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.362] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.362] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.364] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.364] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.366] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.366] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.368] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.368] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.370] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.370] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.371] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.371] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.373] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.373] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.375] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.375] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.377] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.377] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.379] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.379] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.381] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.381] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.383] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.383] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.384] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.384] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.386] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.386] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.388] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.388] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.390] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.390] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.391] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.391] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.393] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.394] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.395] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.395] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.397] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.397] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.399] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.399] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.401] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.401] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.403] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.403] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.414] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.414] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.416] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.416] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.427] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.427] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.429] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.429] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.440] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.440] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.443] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.443] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.445] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.445] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.447] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.447] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.450] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.450] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.455] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.455] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.458] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.458] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.461] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.461] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.464] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.464] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:20:13.466] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:20:13.466] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
